reading	display	level	grade	status	basis	common	frequency_rank	entry_id	evidence
あいろ	隘[あい]路	N1	B	direct	core-exact	0		1574020	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""core-deck-normalized"":""N1""}"
あえて	敢えて	N1	B	direct	waller-lineage-exact	1	23783	1212850	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あおくさい	青臭い	N1	B	direct	core-exact	0		1381540	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あおぐ	仰ぐ	N1	A	direct	core+waller-lineage-corroborated	1	14080	1238780	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あか	亜科	N1	B	direct	waller-lineage-exact	0		1149680	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あか	垢	N1	B	direct	waller-lineage-exact	1	23980	1277420	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あかし	証	N1	B	direct	waller-lineage-exact	1	8992	1351580	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あかじ	赤字	N1	A	direct	core+waller-lineage-corroborated	1	749	1383440	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あかす	明かす	N1	B	direct	waller-lineage-exact	1	20193	1532220	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あかつき	暁	N1	B	direct	core-exact	1	5483	1239280	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あからさま	あからさま	N1	B	direct	core-exact	0		1000225	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あからむ	赤らむ	N1	B	direct	waller-lineage-exact	0		1383280	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あかるみ	明るみ	N1	B	direct	core-exact	0		2024730	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あがり	上がり	N1	B	direct	waller-lineage-exact	1	3658	1352190	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あがる	挙がる	N1	B	direct	core-exact	0		2864572	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あきま	空き間	N1	B	direct	existing-direct-exact-row	0		1676080	"{""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あきれはてる	呆[あき]れ果てる	N1	B	direct	core-exact	0		1847930	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""core-deck-normalized"":""N1""}"
あきれる	呆[あき]れる	N1	B	direct+conflict	core-exact	1	24753	1515580	"{""core-deck-exact"":""N1"",""existing-direct"":""N2"",""core-deck-normalized"":""N1"",""openjlpt-normalized"":""N1"",""waller-normalized"":""N1""}"
あく	悪	N1	B	direct	waller-lineage-exact	1	1979	1151230	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あく	灰汁	N1	B	direct	waller-lineage-exact	0		1201960	"{""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あくしゅう	悪臭	N1	B	direct	core-exact	1	10248	1151900	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あくじゅんかん	悪循環	N1	B	direct	core-exact	1	6387	1151910	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あくせんくとう	悪戦苦闘	N1	B	direct	core-exact	1	16035	1152160	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あくだま	悪玉	N1	B	direct	core-exact	1	12272	1151690	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あくとう	悪党	N1	B	direct	core-exact	1	15115	1152310	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あくどい	悪どい	N1	B	direct	waller-lineage-exact	0		1000260	"{""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あくにち	悪日	N1	B	direct	existing-direct-exact-row	0		1575770	"{""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あくにん	悪人	N1	B	direct	core-exact	1	11204	1152020	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あくる	明くる	N1	B	direct	waller-lineage-exact	1	24800	1532250	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あぐら	あぐら	N1	B	direct	core-exact	1	23939	1267520	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あげあしをとる	揚げ足を取る	N1	B	direct	core-exact	0		1586280	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あげくのはて	挙句の果て	N1	B	direct	core-exact	0		1586300	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あげもの	揚げ物	N1	B	direct	core-exact	1	14862	1545530	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あさ	麻	N1	B	direct	waller-lineage-exact	1	3832	1524290	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あさねぼう	朝寝坊	N1	B	direct	waller-lineage-exact	1	22187	1428410	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あさはか	浅はか	N1	B	direct	core-exact	1	25269	1609030	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あさばん	朝晩	N1	B	direct	core-exact	1	15244	1428520	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あさましい	浅ましい	N1	B	direct	waller-lineage-exact	0		1390810	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あさゆう	朝夕	N1	B	direct	core-exact	1	10000	1428550	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あさる	あさる	N1	B	direct	core-exact	1	23849	1232970	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あざ	字	N1	B	direct	waller-lineage-exact	1	2130	1315120	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あざむく	欺く	N1	A	direct	core+waller-lineage-corroborated	1	23829	1225420	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あざわらう	あざ笑う	N1	B	direct	waller-lineage-exact	0		1565610	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あし	葦	N1	B	direct	existing-direct-exact-row	1	16036	1152820	"{""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あしくび	足首	N1	B	direct	core-exact	1	7105	1404840	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あしでまとい	足手まとい	N1	B	direct	core-exact	1	21868	1663120	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あしどめ	足止め	N1	B	direct	core-exact	1	12901	1404820	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あしどり	足取り	N1	B	direct	core-exact	1	6612	1404830	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あしば	足場	N1	B	direct	core-exact	1	6141	1404860	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あじみ	味見	N1	B	direct	core-exact	0		1722300	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あずま	東	N1	B	direct	waller-lineage-exact	0		1447430	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あせだく	汗だく	N1	B	direct	core-exact	1	14523	1856430	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あたい	値	N1	B	direct	waller-lineage-exact	1	3390	1581630	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あたいする	値する	N1	A	direct	core+waller-lineage-corroborated	1	13678	1609040	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あたかも	あたかも	N1	B	direct	core-exact	1	23762	1208190	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あたし	私	N1	B	direct	waller-lineage-exact	1	24087	1311125	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あたふた	あたふた	N1	B	direct	core-exact	0		1631590	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あたまうち	頭打ち	N1	B	direct	core-exact	1	8211	1582330	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あたり	当り	N1	B	direct	existing-direct-exact-row	1	3266	1448780	"{""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あだ	仇[あだ]	N1	B	direct	core-exact	1	16735	1577910	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""core-deck-normalized"":""N1""}"
あっかん	圧巻	N1	B	direct	core-exact	1	10250	1152990	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あっけない	あっけない	N1	B	direct	core-exact	0		1515600	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あっけない	呆気ない	N1	B	direct	waller-lineage-exact	0		1515600	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あっこう	悪口	N1	B	direct	waller-lineage-exact	1	26334	2862924	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あっさり	あっさり	N1	A	direct	core+waller-lineage-corroborated	1	22438	1000360	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あっせん	斡旋[あっせん]	N1	B	direct	core-exact	1	19224	1153410	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""core-deck-normalized"":""N1""}"
あったかい	あったかい	N1	B	direct+conflict	core-exact	1	10132	1586420	"{""core-deck-exact"":""N1"",""existing-direct"":""N5"",""waller-entry-context"":""N5""}"
あっぱく	圧迫	N1	A	direct	core+waller-lineage-corroborated	1	6877	1153310	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あつかい	扱い	N1	A	direct	core+waller-lineage-corroborated	1	1488	1153430	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あつで	厚手	N1	B	direct	core-exact	1	15648	1275470	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あつみ	厚み	N1	B	direct	core-exact	1	6015	1275600	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あつらえる	誂える	N1	B	direct	waller-lineage-exact	1	26402	1572680	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あつりょく	圧力	N1	A	direct	core+waller-lineage-corroborated	1	994	1153340	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あつれき	軋轢[あつれき]	N1	B	direct	core-exact	0		1573460	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""core-deck-normalized"":""N1""}"
あて	宛	N1	B	direct	waller-lineage-exact	1	7150	1448820	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あて	当て	N1	B	direct	waller-lineage-exact	1	7150	1448820	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あてじ	当て字	N1	B	direct	waller-lineage-exact	0		1448890	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あてはめる	当てはめる	N1	A	direct	core+waller-lineage-corroborated	1	25084	1586530	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N2""}"
あてる	充てる	N1	B	direct	core-exact	1	11351	1334270	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あてる	宛てる	N1	B	direct	waller-lineage-exact	0		1153480	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あとあじ	後味	N1	B	direct	core-exact	1	11881	1270140	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あとおし	後押し	N1	B	direct	core-exact	1	9386	1269480	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あとがき	後書き	N1	B	direct	core-exact	1	21524	1269770	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あとち	跡地	N1	B	direct	core-exact	0		1919640	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あとつぎ	跡継ぎ	N1	B	direct	waller-lineage-exact	1	16157	1383690	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あどけない	あどけない	N1	B	direct	core-exact	0		1000410	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あなどる	侮る	N1	B	direct	core-exact	1	25054	1583670	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あの	彼の	N1	B	direct	waller-lineage-exact	1	22440	1000420	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あびせる	浴びせる	N1	B	direct	core-exact	1	10572	1547440	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あふれかえる	溢[あふ]れ返る	N1	B	direct	core-exact	0		2143640	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""core-deck-normalized"":""N1""}"
あぶらえ	油絵	N1	A	direct	core+waller-lineage-corroborated	1	8182	1538630	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あべこべ	あべこべ	N1	B	direct	waller-lineage-exact	1	22444	1000470	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あまえる	甘える	N1	A	direct	core+waller-lineage-corroborated	1	17368	1213440	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あまくち	甘口	N1	B	direct	waller-lineage-exact	1	17477	1213510	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あまぐ	雨具	N1	B	direct	waller-lineage-exact	1	21516	1171940	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あまぐも	雨雲	N1	B	direct	core-exact	1	16053	1171910	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あまのじゃく	天の邪鬼[じゃく]	N1	B	direct	core-exact	0		1438260	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""core-deck-normalized"":""N1""}"
あまみず	雨水	N1	B	direct	core-exact	1	6756	1576440	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あみ	網	N1	A	direct	core+waller-lineage-corroborated	1	4795	1534380	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あみもの	編み物	N1	B	direct+conflict	core-exact	1	12732	1586670	"{""core-deck-exact"":""N1"",""existing-direct"":""N2"",""waller-entry-context"":""N2""}"
あめあがり	雨上がり	N1	B	direct	core-exact	1	21821	1586680	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あめんぼ	あめんぼ	N1	B	direct	core-exact	0		1372320	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あやす	あやす	N1	B	direct	core-exact	0		1000500	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あやつる	操る	N1	A	direct	core+waller-lineage-corroborated	1	16455	1400010	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あやふや	あやふや	N1	A	direct	core+waller-lineage-corroborated	1	22445	1000510	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あやぶむ	危ぶむ	N1	A	direct	core+waller-lineage-corroborated	1	6947	1218410	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あやまち	過ち	N1	A	direct	core+waller-lineage-corroborated	1	6427	1196010	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あらいもの	洗い物	N1	B	direct	core-exact	1	21109	1609080	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あらかじめ	予め	N1	B	direct	waller-lineage-exact	1	24836	1542860	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あらっぽい	荒っぽい	N1	A	direct	core+waller-lineage-corroborated	1	15969	1281470	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あられ	霰	N1	B	direct	waller-lineage-exact	0		1574100	"{""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あらわ	顕[あら]わ	N1	B	direct	core-exact	0		1560080	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""core-deck-normalized"":""N1""}"
ありあまる	有り余る	N1	B	direct	core-exact	0		1541050	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
ありあり	ありあり	N1	B	direct	core-exact	0		2007200	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
ありかた	在り方	N1	B	direct	core-exact	0		1586810	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
ありがたみ	ありがたみ	N1	B	direct	core-exact	0		1745930	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
ありきたり	ありきたり	N1	B	direct	core-exact	0		1296390	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
ありさま	有様	N1	B	direct	waller-lineage-exact	1	11049	1541060	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
ありとあらゆる	ありとあらゆる	N1	B	direct	core-exact	1	25571	1957050	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
ありのまま	在りの儘	N1	B	direct	existing-direct-exact-row	1	11048	1541000	"{""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
ありふれる	ありふれる	N1	B	direct	core-exact	0		2007210	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
ありよう	ありよう	N1	B	direct	core-exact	1	11049	1541060	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あわい	淡い	N1	B	direct	core-exact	1	20343	1418420	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あわす	合わす	N1	B	direct	waller-lineage-exact	1	17845	1284460	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あんさつ	暗殺	N1	B	direct	waller-lineage-exact	1	2968	1154520	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あんざん	暗算	N1	B	direct	waller-lineage-exact	1	22421	1154540	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あんしょう	暗礁	N1	B	direct	core-exact	1	5902	1154580	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あんじ	暗示	N1	A	direct	core+waller-lineage-corroborated	1	16414	1154550	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あんじる	案じる	N1	A	direct	core+waller-lineage-corroborated	1	18825	1154780	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あんせい	安静	N1	A	direct	core+waller-lineage-corroborated	1	13116	1153910	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
あんぜん	暗然	N1	B	direct	core-exact	0		1154640	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あんたい	安泰	N1	B	direct	core-exact	1	15018	1154070	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あんど	安堵[ど]	N1	B	direct	core-exact	1	15116	1154170	"{""core-deck-exact"":""N1"",""existing-direct"":""N1"",""core-deck-normalized"":""N1""}"
あんぴ	安否	N1	B	direct	core-exact	1	8806	1154230	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
あんもく	暗黙	N1	B	direct	core-exact	1	8808	1154700	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
い	伊	N1	B	direct	waller-lineage-exact	1	26044	2252790	"{""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いいあう	言い合う	N1	B	direct	core-exact	1	16742	1587000	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いいかえる	言い換える	N1	B	direct	core-exact	1	14154	1610580	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いいつたえ	言い伝え	N1	B	direct	core-exact	1	12080	1630990	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いいのこす	言い残す	N1	B	direct	core-exact	1	18193	1630980	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いいはなつ	言い放つ	N1	B	direct	core-exact	0		1264320	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いいはる	言い張る	N1	B	direct	core-exact	1	17970	1264170	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いいぶん	言い分	N1	B	direct	core-exact	1	5013	1264250	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いいまわし	言い回し	N1	B	direct	core-exact	1	7924	1263960	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いいわたす	言い渡す	N1	B	direct	core-exact	1	4527	1264190	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いいん	医院	N1	B	direct	core-exact	1	5412	1159730	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いうまでもない	言うまでもない	N1	B	direct	core-exact	1	10800	1264350	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いえがら	家柄	N1	B	direct	core-exact	1	17365	1192460	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いえで	家出	N1	B	direct	waller-lineage-exact	1	10742	1192030	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いかなる	いかなる	N1	B	direct	core-exact	0		1466960	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いかに	如何に	N1	B	direct	waller-lineage-exact	1	24596	1466970	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いかにも	如何にも	N1	B	direct	waller-lineage-exact	1	22450	1000660	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いかる	怒る	N1	B	direct	waller-lineage-exact	0		2859682	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いかん	遺憾	N1	B	direct	core-exact	1	2478	1159090	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いがた	鋳型	N1	B	direct	core-exact	1	13406	1426840	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いき	意気	N1	B	direct	core-exact	1	7843	1156430	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いき	粋	N1	B	direct	waller-lineage-exact	1	10425	1372410	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いきがい	域外	N1	B	direct	waller-lineage-exact	1	3945	1160500	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いきぐるしい	息苦しい	N1	B	direct	core-exact	1	17712	1627790	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いきごみ	意気込み	N1	B	direct	core-exact	1	4860	1613260	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いきごむ	意気込む	N1	A	direct	core+waller-lineage-corroborated	1	7844	1156450	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いきすぎる	行き過ぎる	N1	B	direct	core-exact	1	8710	1609150	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いきちがい	行き違い	N1	B	direct	waller-lineage-exact	1	14604	1578800	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いきとどく	行き届く	N1	B	direct	core-exact	1	23993	1281750	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いきどおり	憤り	N1	B	direct	core-exact	1	8315	1857970	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いきどおる	憤る	N1	B	direct	core-exact	1	20411	1504640	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いきぬく	生き抜く	N1	B	direct	core-exact	0		1851550	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いきのびる	生き延びる	N1	B	direct	core-exact	1	22165	1378530	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いきょ	依拠	N1	B	direct	core-exact	1	13232	1155640	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いぎ	異議	N1	A	direct	core+waller-lineage-corroborated	1	4432	1157580	"{""core-deck-exact"":""N1"",""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
いぎょう	偉業	N1	B	direct	core-exact	1	10251	1155840	"{""core-deck-exact"":""N1"",""existing-direct"":""N1""}"
いくさ	戦	N1	B	direct	waller-lineage-exact	1	6768	1587140	"{""openjlpt-exact"":""N1"",""waller-exact"":""N1"",""existing-direct"":""N1"",""waller-entry-context"":""N1""}"
